상호명,서비스,음식,편의성,가격,행정동,중분류,업종,naver_map_url
장가네감자탕,1.67,1.35,1.35,1.27,서교동,한식,해장국/감자탕,https://m.place.naver.com/restaurant/1708942256
쌀롱포차,1.4,0.93,0.86,0.96,서교동,유흥주점,소주방/포장마차,https://m.place.naver.com/restaurant/1353581714
구백냥곱창,1.68,1.71,1.23,1.64,역삼1동,한식,곱창/양구이전문,https://m.place.naver.com/restaurant/1374421927
오감만족,3.05,3.41,1.62,2.24,역삼1동,한식,족발/보쌈전문,https://m.place.naver.com/restaurant/1839488751
소담스런소반,1.33,1.1,0.91,1.08,종로1.2.3.4가동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1975627994
누올리언스,1.63,1.9,1.19,1.81,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1544006651
소담김밥,1.26,1.12,0.98,1.33,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1706422325
국제수입식당,1.58,1.51,1.8,2.05,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1256460481
키친스루,0.91,0.65,0.61,0.71,역삼1동,별식/퓨전요리,퓨전음식전문,https://m.place.naver.com/restaurant/1311035681
헬로크랩,2.53,2.72,1.89,3.94,역삼1동,일식/수산물,수산물전문음식점-종합,https://m.place.naver.com/restaurant/1946095401
연:술집,2.41,2.18,1.08,2.23,서교동,유흥주점,소주방/포장마차,https://m.place.naver.com/restaurant/1720804300
담뿍화로된장찌개,1.25,1.51,0.89,1.06,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1430285973
정성이가득찬집밥,1.34,1.24,1.04,1.11,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1369445681
스파다,3.09,3.64,1.61,3.49,서교동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1278344064
소바애,0.88,0.6,0.6,0.65,역삼1동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1515577685
플러버,2.29,2.15,1.44,3.03,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1810175580
호호푸드,1.31,0.94,0.91,0.91,서교동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1892518196
더가리탕집,2.1,2.56,2.09,1.71,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1003330442
식껍,1.95,2.97,2.67,1.81,종로1.2.3.4가동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1646761937
떡볶이참잘하는집떡참,1.6,1.74,1.58,1.67,역삼1동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1387595869
일미육개장,1.17,1.18,1.02,0.85,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1755042319
양박사집,1.22,1.02,0.89,1.08,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1215489804
진대감,2.33,2.48,1.68,2.4,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/19948255
다옴,1.82,2.06,1.31,1.57,종로1.2.3.4가동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/37365412
마미파이,1.43,1.5,1.13,2.05,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1319989100
유부엔,1.66,1.58,1.07,1.26,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1086127727
밥마마,1.43,1.13,0.94,1.14,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1675662572
밥#,2.79,3.29,3.09,2.44,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1257285078
오니,2.01,1.37,1.02,1.46,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/956883495
찬찬,1.92,3.25,2.03,1.74,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1134138542
국향,1.45,1.1,0.95,1.11,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/37774411
대작,1.21,0.92,0.93,0.94,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1263265278
고귀한식탁,0.88,0.6,0.6,0.65,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1562366423
모토식당,2.76,3.72,1.66,2.39,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1637230926
소울트리,1.85,1.44,1.13,1.63,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1932294103
빠삭족발,1.81,2.22,2.84,2.94,종로1.2.3.4가동,한식,족발/보쌈전문,https://m.place.naver.com/restaurant/1532872167
미니,2.01,1.91,1.32,2.02,서교동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1742823093
우리할매떡볶이,1.02,0.75,0.85,0.77,역삼1동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1652816933
신촌식당,0.99,0.74,0.76,0.78,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/11670704
공주닭발,2.67,2.25,1.34,1.9,서교동,닭/오리요리,닭내장/닭발요리,https://m.place.naver.com/restaurant/1133892643
명품황소곱창,4.44,3.66,2.33,2.46,종로1.2.3.4가동,한식,곱창/양구이전문,https://m.place.naver.com/restaurant/1391083770
도야짬뽕,1.56,2.77,1.69,1.71,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1254124036
델리시유,1.33,1.02,0.88,0.99,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1641027817
밥밥디라라,2.47,2.38,2.16,2.44,역삼1동,별식/퓨전요리,퓨전음식전문,https://m.place.naver.com/restaurant/1040097355
스시만,2.47,2.02,1.84,3.11,서교동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1347690517
짠수기,1.07,0.82,0.72,0.95,종로1.2.3.4가동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1975459380
조가비,2.1,3.61,2.22,1.8,역삼1동,일식/수산물,조개구이전문,https://m.place.naver.com/restaurant/1871629723
은행골,1.46,1.33,1.2,1.46,종로1.2.3.4가동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1249568245
소박한이야기,1.9,4.85,5.0,3.22,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1281624074
알촌,0.99,0.87,0.75,0.85,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1725222619
죠샌드위치,1.33,1.7,1.0,1.3,종로1.2.3.4가동,패스트푸드,샌드위치전문점,https://m.place.naver.com/restaurant/1311430037
멜팅피자,3.25,2.85,1.59,2.96,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1439037973
연남토마,1.89,1.66,1.56,2.45,역삼1동,별식/퓨전요리,퓨전음식전문,https://m.place.naver.com/restaurant/1067145031
델리노쉬,2.35,3.48,3.2,2.82,종로1.2.3.4가동,패스트푸드,샌드위치전문점,https://m.place.naver.com/restaurant/1996384004
아크,0.88,0.6,0.6,0.65,종로1.2.3.4가동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/13053528
방파제,1.16,0.96,0.93,1.04,역삼1동,일식/수산물,횟집,https://m.place.naver.com/restaurant/1073533576
땡기는음식,1.19,1.04,0.84,1.03,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1620545437
블루밍,0.91,0.74,0.57,0.67,역삼1동,양식,기타전문서양음식점,https://m.place.naver.com/restaurant/1403546225
생각나식당,1.93,2.36,1.65,2.03,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1452143791
홍반장순대전문점,1.22,0.88,1.27,0.86,서교동,별식/퓨전요리,순대전문점,https://m.place.naver.com/restaurant/37202673
쌍벌식당,0.95,0.67,0.65,0.72,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1983124755
조이버거,2.79,3.59,4.06,2.47,서교동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/1547599486
갯마을횟집,1.42,1.25,1.05,1.27,종로1.2.3.4가동,일식/수산물,횟집,https://m.place.naver.com/restaurant/37260223
마라영웅,2.9,2.57,1.85,2.78,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1908072205
비킷버거,1.74,1.73,1.9,1.66,역삼1동,패스트푸드,패스트푸드,https://m.place.naver.com/restaurant/1834334302
행복한덮밥,1.15,0.94,0.78,0.9,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1328218005
테이커테이블,2.98,2.91,1.59,3.0,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1858568345
젤라잇,1.99,1.53,1.14,1.56,서교동,별식/퓨전요리,동남아음식전문점,https://m.place.naver.com/restaurant/1090276318
도우라이크피자,0.95,0.67,0.65,0.72,서교동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1115569285
사누키제면소,1.17,1.09,1.14,1.16,역삼1동,분식,국수/만두/칼국수,https://m.place.naver.com/restaurant/1136171352
밥아저씨,1.06,0.83,0.75,0.9,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1830437565
오레노카츠,2.25,2.46,2.1,2.24,역삼1동,양식,돈가스전문점,https://m.place.naver.com/restaurant/1503375906
자갈치,1.0,1.49,1.08,1.27,종로1.2.3.4가동,일식/수산물,수산물전문음식점-종합,https://m.place.naver.com/restaurant/1330234658
연탄생고기집,2.68,1.92,2.95,2.41,서교동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1303492700
야곱,1.81,2.83,2.02,1.9,서교동,한식,곱창/양구이전문,https://m.place.naver.com/restaurant/1021807443
찰떡이네,1.24,1.15,0.92,1.05,역삼1동,분식,스낵,https://m.place.naver.com/restaurant/1087227507
진요리연구소,0.94,0.93,0.64,0.88,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1438443398
"육회한달,밤",2.46,3.6,1.6,2.0,서교동,한식,기타고기요리,https://m.place.naver.com/restaurant/1535937111
스시어부,1.3,1.17,0.91,1.48,역삼1동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1482066766
리춘시장,3.3,3.34,2.11,3.53,서교동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1213381047
스시진,1.67,1.07,1.0,1.49,서교동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1022187824
무한리필삼겹의신,0.99,0.75,0.75,0.78,서교동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1523007474
소림마라,1.23,0.91,0.72,0.64,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1176259812
메리엘스,0.88,0.6,0.6,0.65,역삼1동,패스트푸드,아이스크림판매,https://m.place.naver.com/restaurant/1614870014
사쿠라테이엔,1.67,1.41,1.01,1.51,서교동,유흥주점,로바다야끼,https://m.place.naver.com/restaurant/1244165509
빠레뜨한남,2.1,2.17,1.88,2.67,종로1.2.3.4가동,양식,스파게티전문점,https://m.place.naver.com/restaurant/1406762666
강남술상&강남밥상,1.87,2.71,1.25,1.21,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1696921048
술선생,0.92,0.59,0.6,0.56,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1917290125
맵찔이떡볶이,3.04,2.87,2.21,2.76,서교동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1573503596
종가집짬뽕,0.88,0.6,0.6,0.65,종로1.2.3.4가동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1910177477
알,2.09,2.77,2.42,2.04,역삼1동,유흥주점,꼬치구이전문점,https://m.place.naver.com/restaurant/12018058
에이치,0.88,0.6,0.6,0.65,역삼1동,유흥주점,소주방/포장마차,https://m.place.naver.com/restaurant/38273950
귀한족발,1.61,1.42,1.24,1.32,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1646545831
술든밤,3.57,3.86,2.05,2.56,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1209471074
교촌치킨,1.35,1.57,0.97,0.03,역삼1동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/1701534155
공샤브,0.96,0.96,0.84,0.92,종로1.2.3.4가동,별식/퓨전요리,순대전문점,https://m.place.naver.com/restaurant/1551717961
샐라인,1.17,0.91,0.77,0.91,서교동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1381418924
상수동치맥,1.45,1.09,0.95,1.13,서교동,닭/오리요리,후라이드/양념치킨,https://m.place.naver.com/restaurant/34856913
바로,1.79,2.57,2.09,1.52,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/37663862
압도,2.44,1.96,1.67,1.93,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1016980230
혼고집,1.57,1.54,1.34,1.34,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1454390682
백소정홍대,2.51,2.1,3.04,2.14,서교동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1212665407
칙바이칙,2.55,3.16,2.47,2.34,역삼1동,패스트푸드,피자전문,https://m.place.naver.com/restaurant/1312851479
티피원티퍼프,1.16,0.8,0.86,0.92,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1707773917
히포포차,2.57,3.11,1.89,1.81,서교동,유흥주점,꼬치구이전문점,https://m.place.naver.com/restaurant/1045313946
고기싸롱,2.19,2.29,2.31,2.67,역삼1동,한식,갈비/삼겹살,https://m.place.naver.com/restaurant/1124672524
한라맥주,3.19,2.88,1.97,2.71,역삼1동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1058321879
오맥,2.32,2.17,1.42,2.18,서교동,유흥주점,호프/맥주,https://m.place.naver.com/restaurant/1003498077
히마와리,0.88,0.72,0.63,0.68,서교동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1065329559
훈카츠,1.56,1.28,1.17,1.3,종로1.2.3.4가동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1201006072
영광수산,2.35,1.79,1.53,1.34,역삼1동,일식/수산물,횟집,https://m.place.naver.com/restaurant/1811395783
천년동안도,1.9,1.7,0.64,1.16,종로1.2.3.4가동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1789291657
엄마손분식,1.06,0.83,0.78,0.86,역삼1동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1307027262
런던케밥,1.48,1.61,1.48,1.48,역삼1동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/341956232
테이블,2.17,2.59,1.85,4.06,역삼1동,유흥주점,꼬치구이전문점,https://m.place.naver.com/restaurant/21607745
별그리는바다,2.63,2.59,1.45,2.48,서교동,일식/수산물,음식점-일식,https://m.place.naver.com/restaurant/1162408095
설램이길,5.0,3.75,2.62,3.09,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1254839160
스푼,2.72,2.29,1.21,2.3,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1519152766
부엉당,1.24,0.99,0.97,0.94,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1314023921
부엉이산장,1.78,1.9,1.23,1.57,역삼1동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1044215725
신세계떡볶이,1.6,1.48,1.68,1.22,서교동,분식,떡볶이전문,https://m.place.naver.com/restaurant/1774348070
딤딤덕,2.45,4.94,2.75,3.04,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1382139418
만타,3.03,2.63,1.38,2.28,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1027184230
행복한깻닢김밥,1.1,1.02,0.78,0.95,서교동,분식,라면김밥분식,https://m.place.naver.com/restaurant/1376080311
동래정,2.89,3.32,3.28,2.45,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1407635460
배스킨라빈스,1.43,1.36,0.89,1.17,역삼1동,패스트푸드,아이스크림판매,https://m.place.naver.com/restaurant/1608917706
조선초밥,0.88,0.6,0.6,0.65,종로1.2.3.4가동,일식/수산물,음식점-초밥전문,https://m.place.naver.com/restaurant/1502186772
순만골,2.07,2.08,1.84,1.91,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1973192504
딤,4.29,3.5,1.71,2.78,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1642768657
청진,1.9,2.08,1.69,1.56,종로1.2.3.4가동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1901437642
홍경,1.95,3.26,1.65,1.82,역삼1동,중식,중국음식/중국집,https://m.place.naver.com/restaurant/1498729928
헬로인디아,2.16,1.84,2.38,2.13,서교동,별식/퓨전요리,동남아음식전문점,https://m.place.naver.com/restaurant/1350964513
서울로인강남N점,3.67,4.72,3.52,4.35,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1395699241
오이지,2.35,3.47,2.75,3.72,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1728895666
도툼,1.66,1.73,1.51,1.62,역삼1동,일식/수산물,횟집,https://m.place.naver.com/restaurant/1847512537
공감,0.79,0.78,0.49,0.66,역삼1동,유흥주점,기타일반유흥주점,https://m.place.naver.com/restaurant/1146152825
램브란트강남N점,4.06,4.29,1.49,3.83,역삼1동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1587786563
육회란연어다홍대,1.42,1.42,1.37,1.41,서교동,한식,한식/백반/한정식,https://m.place.naver.com/restaurant/1131772877
솔,1.4,1.13,0.95,1.4,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/32507422
일마레,1.29,0.97,0.87,0.99,서교동,양식,정통양식/경양식,https://m.place.naver.com/restaurant/1666931361
